"id","code","title","date_init","date_end","budget","grade","type_research","document","plan","location","objective","state_research","program_name","line_name"
441,"D.IIA/2006.1/002","Tecnica de capacitacion de aprendizaje colaborativo para mejorar la seguridad alimentaria con madres jovenes del sector rural en Tingo Maria.","2005-04-01","2006-12-31",5754.1,1,2,"Acuerdo Nª 020-2006.- C.T.-FIIA-UNAS",1,"Tingo Maria, Peru.","Establecer los efectos que produce la tecnica de capacitacion de aprendizaje colaborativo para mejorar la seguridad alimentaria de las madres jovenes del sector rural de Tingo Maria.|Coadyuvar al mejoramiento del comportamiento alimentario nutricional en las madres jovenes del sector rural de tingo Maria.",4,"No Definido","No Definido"
442,"D.IIA/2007.1/001","Estudio fitoquimico y ensayo preliminar para la extraccion de aceite de Sacha Inchi (Plukenetia volubilis L.)","2007-03-01","2008-06-20",3621.12,1,2,"No Definido",1,"Laboratorios de la Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Caracterizacion fisico - quimica de la semilla del Sacha Inchi.|Analisis fitoquimico de la semilla de Sacha Inchi.|Optimizacion de los parametros de extraccion de aceite de Sacha Inchi.",4,"No Definido","No Definido"
443,"D.IIA/2007.1/002","Aplicacion de la tecnica de procesamiento minimo a la conservacion de tomate entero.","2006-12-22","2007-12-21",1245.2,1,2,"No Definido",1,"Tingo Maria, Peru","Evaluar el empaque adecuado para el embolsado de tomates enteros procesados minimamente.|Evaluar la temperatura de almacenamiento adecuado para el procesamiento minimo de tomates enteros.",4,"No Definido","No Definido"
444,"D.IIA/2007.1/003","Medio Ambiente y calidad de cafe en el ambito de la cooperativa Cooperativa Agraria Cafetalera Divisoria - Peru.","2007-01-01","2008-03-20",10100,1,2,"RESOLUCION Nª 019-2007-CU-R-UNAS",1,"","Determinar la calidad, en la cadena productiva y beneficio del cafe.|Analizar los alcances del Protocolo de Kyoto con miras a la agricultura sostenible del cafe.|Proteger y conservar el medio ambiente, aplicando la cultura de calidad desde la produccion del cafe, en el ambito de la Cooperativa Agraria Cafetalera Divisoria - Peru.|Estructurar los lineamientos para la aplicacion de sistemas de gestion de la calidad, en los aspectos de buenas practicas agricolas y manufactura que sean amigables al medio ambiente y humano.|Determinar la calidad, en la cadena productiva y beneficio del cafe.|Determinar los tipos y calidad de cafes, frente a la demanda de cafe organico.|Plantear conceptos de Trazabilidad, para el cumplimiento de la norma nacional e internacional.|Determinar los impactos ambientales por la agroindustria cafetalera, relacionandolos con la conservacion y proteccion del ambiente y gestion de residuos agroindustriales, con fines de certificacion.",4,"No Definido","No Definido"
445,"D.IIA/2008.1/001","Nivel de contaminacion sonora en plantas agroindustriales y zona urbana de la ciudad de Tingo Maria","2008-04-01","2009-03-31",11580,1,2,"OFICIO Nª 059-2008.-D.-FIIA-UNAS",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Establecer estaciones de medicion del nivel del ruido por eventos y periodos de tiempo.|Medir el nivel de ruido segun los limites minimos, maximo, promedios y estaciones|Determinar la diferencia de niveles de ruido respecto los parametros normales establecidos|Determinar el tiempo de exposicion por cada nivel de ruido y estacion|Graficar la variacionde niveles de ruido por estacion en el area urbana y plantas agroindustriales|Zonificar los lugares de contaminacion sonora segun periodos de tiempo|Cuantificar la frecuencia de circulacion de vehiculos y otros agentes por estacion y periodos",4,"No Definido","No Definido"
446,"D.IIA/2008.1/002","Determinar la actividad antioxidante, polifenoles y Vitamina ""C"" en Araza (Eugenia stipitata Mc Vaugh); Guanabana (Annona muricataL.); guayaba Psidium guajava L.; Maracuya (Passiflora edulis Sims); Papaya (Carica papaya L.) Carambola y Lima dulce","2008-03-01","2009-03-20",4369.2,1,2,"ARTICULO CIENTIFICO EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Determinar la actividad antioxidante del zumo de los frutos tropicales por su capacidad de inhibir radicales libres  1,1-diphenil-2-picrylhidazil (DPPH) y prueba de ABTS|Determinar la actividad antioxidante, polifenoles totales y Vitamina ""C"" en los frutos tropicales|Evaluacion de la medidas biometricas de cada uno de los frutos|Cuantificacion de polifenoles totales y ""Vitamina "" en los frutos tropicales",4,"No Definido","No Definido"
447,"D.IIA/2008.1/003","Estudio fitoquimico de Diente de Leon (Taraxacum officinale)","2008-03-18","2009-03-20",3067.5,1,2,"Acuerdo N° 002-2008-C.INV./FIIA/UNASTM",1,"Caserio Santa Marta, distrito Jose Crespo y Castillo, provincia de Leoncio Prado, departamento de Huanuco y en los laboratorios de la Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Determinar las caracteristicas fisicas y quimicas de la raiz y hojas de diente de leon|Determinar el contenido de minerales como: calcio, fosforo y hierro en la raiz y las hojas de diente de leon  y;|Determinar la composicion fitoquimica, tanto de la raiz como de la hojas del diente de leon|Realizar el estudio cromatografico y espectroscopico de los metabolitos secundarios aislados",4,"No Definido","No Definido"
448,"D.IIA/2008.1/004","Fraccionamiento fitoquimico de los metabolitos secundarios en hojas de la planta medicinal Vergonzosa (Mimosa pudica)","2008-04-01","2009-03-20",4317.5,1,2,"Acuerdo N° 003-2008-C.INV./FIIA/UNASTM",1,"","Estudio fitoquimico de la planta medicinal vergonzosa (Mimosa pudica) de la Region del Alto Huallaga|Fraccionamiento  fitoquimico de los extractos: acuosos y etanolicos de los metabolitos secundarios de la vergonzosa (Mimosa pudica) de la Region del Alto Huallaga|Extraccion de los principios activos y caracterizacion de los extractos: acuosos y etanolicos de la vergonzosa (Mimosa pudica) de la Region del Alto Huallaga",4,"Productos Naturales","Plantas Medicinales"
449,"D.IIA/2008.1/005","Evaluacion de la actividad antioxidante en el extracto acuoso y en el filtrante de Sacha Culantro (Erygium foetidum L.)","2008-03-25","2008-09-20",6238,1,2,"Resolucion N° 016/2008.-D.-FIIA-UNAS; Acuerdo N° 005-2008-C.INV./FIIA/UNASTM",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Estudiar las hierbas medicinales del Peru|Elaborar un filtrante de Sacha Culantro|Evaluar la actividad antioxidante del filtrante|Evaluar la aceptabilidad del filtrante",4,"No Definido","No Definido"
450,"D.IIA/2010.1/001","Cinetica de deterioro de vitamina ""C"" en jugo de naranja tratado con ultrasonido","2010-03-25","2011-03-20",0,1,2,"No Definido",1,"Laboratorios de Quimica y de Fisica de la Universidad Nacional Agraria de la Selva - Tingo Maria","Evaluar el efecto del ultrasonido en la cinetica de deterioro de la Vitamina ""C"" en jugo de naranja|Determinar el orden de reaccion de la cinetica de deterioro de la Vitamina ""C""|Determinar la enenrgia de activacion Ea para la Vitamina ""C"" en jugo de naranja",4,"No Definido","No Definido"
451,"D.IIA/2011.1/001","Optimizacion y estudio tecnologico del nectar de Guanabana (Annona muricata L cv Elita) y Chirimoya (Anona cherimola Mill) estabilizado con linaza (Linum usitatissimum) y edulcorado con Stevia (Stevia rebaudiana)","2011-03-01","2012-03-20",0,1,2,"Acuerdo Nº 022-2011-D-C.F.-FIIS-UNAS",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Determinar el grado de aceptacion y preferencia del nectar|Evaluar su comportamiento fisicoquimico, sensorial y microbiologico durante el almacenamiento|Realizar un estudio tecnico y formulacion mediante el analisis sensorial para elaborar nectar de guanabana y chirimoya estabilizado con goma de linaza y edulcorado con azucares de Stevia|Caracterizar fisicoquimicamente la goma de linaza y la Stevia|Determinar la formulacion optima del nectar de guanabana y chirimoya estabilizado con goma de linaza y edulcorado con Stevia, estableciendo los porcentajes de pulpa, dilucion, porcentaje de goma y grados Brix con azucares de Stevia|Determinar la temperatura y tiempo optimo de pasteurizacion|Establecer el flujograma optimo y realizar el Balance de Materia y rendimientos|Caracterizar el producto final",4,"No Definido","No Definido"
452,"D.IIA/2012.1/001","Liofilizado de Araza (Eugenia estipitata Mc Vaugh)","2012-03-01","2013-09-30",0,1,2,"Resolucion Nro. 009/2012 - D- FIIA-UNAS",1,"Universidad Nacional Agraria  de la Selva - Tingo Maria","Obtener la pulpa del Araza|Obtener el liofilizado del Araza|Determinar el producto obtenido en el almacenamiento",4,"No Definido","No Definido"
453,"D.IIA/2012.1/002","Analisis de la seguridad alimentaria de la familia rural en la provincia de Leoncio Prado para mejorar el bienestar alimentario / nutricional y socioeconomico del poblador rural.","2012-04-01","2013-12-20",0,1,2,"Resolucion N°010/2012-D-FIIA-UNAS",1,NULL,"Efectuar el analisis de la seguridad alimentaria de la familia rural en los Distritos mas pobres de la Provincia de Leoncio Prado para mejorar el bienestar  alimentario/nutricional y socioeconomico del poblador rural|Analizar tanto el costo percapita de la canasta basica de alimentos con el costo percapita de las canastas basicas (consumo y de alimentos)del poblador rural y determinar la seguridad o inseguridad alimentaria|Analizar la tasa de desnutricion infantil ( niños de 5 a 9 años) actual medida a traves de la talla /edad y determinar la seguridad o inseguridad alimentaria|Identificar y clasificar los niveles de pobreza de las familias de los Distritos en estudio, es decir el numero de familias pobres y familias en extrema pobreza|Fomentar para que las instituciones del Estado  (gobiernos locales, regional y gobierno central) y privadas a traves de sus tecnicos enseñar ala poblador rural ""paquetes tecnologicos "" para mejorar su agricultura  y ganaderia  con el fin de incrementar sus ingresos economicos  como asegurar una dieta diaria , sana y nutritiva; consiguiendo con esto seguridad alimentaria.",4,"No Definido","No Definido"
454,"D.RNR/2012.2/001","Evaluacion Colorimetrica del daño por frio del platano Isla (Musa acuminata)","2012-02-01","2012-12-20",0,1,2,"Acuerdo N° 003-2012-C.IP.U/FIIA/UNAS",1,"","Evaluar la densidad aparente  °Brix, pH, acidez titulable y humedad del platano Isla almacenada a temperatura de refrigeracion|Evaluar colorimetricamente el daño por frio del platano Isla|Evaluar colorimetricamente la cascara y pulpa de platano Isla almacenada a temperatura de refrigeracion",4,"No Definido","No Definido"
455,"D.IIA/2012.4/001","Estudio quimico y fitoquimico de Verbena officinalis (Familia Verbenaceae)","2012-12-01","2013-12-20",2732.4,1,2,"Resolucion N° 082-2012-D-FIIA-UNAS",1,NULL,"Determinar la composicion quimica e identificar los fitoconstituyentes presetnes en Verbena officinalis Familia Verbenaceae|Determinar las caracteristicas fisicoquimicas del tallo y las hojas de Verbena offiicinalis|Realizar un tamizaje fitoquimico del tallo y las hojas de la planta|Identificar los principales metabolitos secundarios presentes en el tallo y hojas de la especie en estudio|Realizar un fraccionamiento cromatografico a fin de aislar los metabolitos secundarios mas importantes|Llevar a cabo un estudio espectroscopico con metanol y varios reactivos de desplaz<amiento para la identificacion de la estructura molecular de algunos metabolitos de mayor importancia",4,"No Definido","No Definido"
456,"D.IIA/2013.1/001","Simulacion de la variacion de la difusividad termica de la pulpa de Camu Camu (Myrciaria dubla H.B.K) en funcion de la temperatura.","2013-03-01","2014-09-30",5760,1,2,"Resolucion N° 004-2013-D-FIIA-UNAS",1,"","Determinar las propiedades termofisicas de la pulpa del camu camu en funcion a la temperatura.|Determinar la difusividad termica de la pulpa del camu camu (x).|Estudiar la variacion de la difusividad termica de la pulpa del camu camu en funcion a la temperatura.",4,"No Definido","No Definido"
457,"D.IIA/2013.4/001","Caracteristicas farmacognosticas de las hojas y bulbo de Dracontium loretense (Jergon Sacha)","2014-01-01","2014-12-22",2672.4,1,2,"Oficio N° 541-2013-D-FIIA-UNAS/Acuerdo N° 070-2013-C.F-FIIA-UNAS",1,"Laboratorio de Quimica de la Facultad de Ingenieria en Industria Alimentarias de la Universidad Nacional Agraria de la Selva","Determinar las caracteristicas farmaconosticas e identificar los fitoconstituyentes presentes en las hojas y bulbo de Dracotium loretense (Jergon Sacha)|Determinar las caracteristicas fisico quimicas y realizar un tamizaje fitoquimico de las hojas y bulbo Dracotium loretense (Jergon Sacha).|Aislamiento e identificacion e identificacion de los principales metabolitos secundarios presentes en las hojas y bulbo de la planta|Realizar un estudio cromatografico y espectroscopico de los metabolitos secundarios mas importantes presentes en la referida especie.",4,"No Definido","No Definido"
458,"D.IIA/2013.4/002","Mejoramiento del Sistema Integrado de Gestion de Calidad del Matadero Municipal de la Provincia de Leoncio Prado","2014-01-01","2015-12-18",10.1,1,2,"Oficio N° 540-2013-D.-FIIA-UNAS/Acuerdo N° 069-2013.-CF.-FIIA.-UNAS",1,"","Eatudiar el mejoramiento del sistema integrado de gestion de la calidad del Matadero Municipal de la Provincia de Leoncio Prado|Determinar la linea base por auditoria de cumplimiento los impactos negativos y positivos del matadero municipal de la Provincia de Leoncio Prado|Evaluar los estandares de beneficio y condiciones de manejo de los productos y condiciones  ambientales de trabajo del personal|Plantear el mejoramiento integral del matadero municipal de Tingo Maria",4,"No Definido","No Definido"
459,"D.IIA/2014.1/001","Extraccion y caracterizacion del aceite esencial de araza (Eugenia stipitata sororia) para la elaboracion de una bebida aromatica","2014-04-01","2014-09-30",4565,1,2,"Resolucion N° 005-2014-D-FIIA-UNAS",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Aprovechar las propiedades organolepticas del araza para la extraccion de aceites esenciales por destilacion y su empleo en la elaboracion de una bebida aromatica|Extraccion del aceite esencial de pulpa y semilla de araza por dos metodos directo y por arraste de vapor, y determinacion del rendimiento del proceso.|Caracterizacion fisico-quimica del aceite esencial de araza.|Elaboracion de una bebida aromatica con aceite esencial de araza y de la bebida aromatica.",4,"No Definido","No Definido"
460,"D.IIA/2015.1/001","Determinacion de nitrogeno amoniacal en aguas de consumo y residuales por el metodo de salicicato","2015-03-01","2016-02-29",22457,1,2,"Oficio N° 091-2015-D-FIIA-UNAS/Resolucion N° 005-2015-D-FIIA-UNAS",1,"","Validar, estimar la incertidumbre y determinar la trazabilidad para el ensayo de nitrogeno amoniacal por el metodo del salicato, apoyado en los lineamientos de la NTC-ISOIEC 17025:2005 en el Laboratorio de Quimica de la UNAS|Validar los ensayos de nitrogeno amoniacal a traves de la estimacion de los parametros caracteristicos del ensayo como: limite de deteccion, limite de cuantificacion, exactitud y precision bajo condiciones  de repetitibilidad y reproductibilidad , rango de aplicacion|Estimar la incertidumbre de medicion para los ensayos validados",4,"Propiedades Fisico, Quimico, Fisicoquimico y Nutraceuticos de productos amazonicos","Contaminacion en alimentos-salud"
461,"D.IIA/2015.1/002","Cuantificacion de Polifenoles Totales, capacidad antioxidante (DPPH y ABTS) en cascara y hojas de 12 especias citricas","2015-03-01","2016-09-30",36452,1,2,"Oficio N° 090-2015-D-FIIA-UNAS/Resolucion N° 004-2015-D-FIIA-UNAS",1,"","Cuantificar los polifenoles totales y capacidad antioxidante (DPPH) y ABTS) en cascara y hojas de 12 especias citricas|Cuantificar el contenido de polifenoles totales en cascara y hojas de especies citricas|Cuantificar la capacidd antioxidante en cascara y hojas de especies citricas mediante l capacidad de inhibir radicales 1,1-difenil-2-picrilhidrazil (DPPH) y 2,2-azinobis (3-etilbenzotiazolino  -6-acido sulfonico) (ABTS+)|Cuantificar los polifenoles totales y capacidad antioxidante (DPPH) y ABTS) en cascara y hojas de 12 especias citricas|Cuantificar el contenido de polifenoles totales en cascara y hojas de especies citricas|Cuantificar la capacidd antioxidante en cascara y hojas de especies citricas mediante l capacidad de inhibir radicales 1,1-difenil-2-picrilhidrazil (DPPH) y 2,2-azinobis (3-etilbenzotiazolino  -6-acido sulfonico) (ABTS+)",4,"Propiedades Fisico, Quimico, Fisicoquimico y Nutraceuticos de productos amazonicos","Quimica de Polimeros y antioxidantes"
462,"D.IIA/1986.1/001","Evaluacion del ablandamiento del agua usada en la planta piloto de conservas - UNAS","1986-03-01","1986-09-16",0,1,2,"No Definido",1,NULL,"La evaluacion fisico-quimico del ablandamiento del agua utilizada en la planta piloto de conservas de la UNAS.|Predecir la corrosion y formacion de inscrustaciones en el caldero.",NULL,"No Definido","No Definido"
463,"D.IIA/1989.1/001","Correlacion entre el analisis colorimetrico y el indice de madurez en el fruto del tomate dulce.","1989-02-01","1989-06-16",0,1,2,"No Definido",1,NULL,"Evaluar la correlacion entre los valores del analisis colorimetrico y el indice de madurez de la fruta.|Propiciar el desarrollo de investigacion mediante el uso de instrumentos.",NULL,"No Definido","No Definido"
464,"D.IIA/1992.1/001","Creacion e implementacion de una unidad de publicaciones","1992-02-01","1993-12-31",0,1,2,"No Definido",1,NULL,"Crear e implementar una unidad de publicaciones para la FIA.|Reglamentar y normar el uso y aplicacion de la unidad de publicaciones|Facilitar al docente hacer uso de este medio de difusion, optimizando la enseñanza e investigacion.|Difundir a la corporacion universitaria y a la comunidad en general el desarrollo cientifico, tecnico y socio-economico de la FIA",NULL,"No Definido","No Definido"
465,"D.IIA/1992.1/002","Estudio tecnico de malteado de maiz amarillo (Zea mays L.) variedad chuncho para su utilizacion en alimentacion humana.","1992-03-01","1992-08-31",0,1,2,"No Definido",1,NULL,"Caracterizar el maiz amarillo (Zea mays L.), variedad Chuncho, desde el punto de vista fisico-quimico, bioquimico, biologico y nutricional.|Determinar los parametros tecnologicos para el malteado del producto en estudio, hallando las condiciones extrinsicas optimas como temperatura, tiempo, humedad relativa, humedad, etc.|Evaluar el producto malteado desde el punto de vista fisico, quimico y funcional para elegir sus posibles usos como insumo en la elaboracion de alimentos para humanos.",NULL,"No Definido","No Definido"
466,"D.IIA/1992.1/003","Sistema experto para la clasificacion de especies animales.","1992-02-01","1992-06-15",432350,1,2,"INFORME FINAL EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Formular un programa de computacion en un moderno lenguaje de programacion (Prolog, Pascal, o C) tal que permita identificar a un determinado tipo de animal por las caracterìsticas observadas.|Introducir el sistema de computo en el area de la biologia, con una aplicacion de los sistemas expertos y de la inteligencia artificial.|Proporcionar respuestas oportunas y ràpidas a los interesados, con el apoyo del computador, sobre clasificacion de los animales.|Crear una base de datos, con la clasificacion de los animales de acuerdo a su taxonomia.",4,"No Definido","No Definido"
467,"D.IIA/1992.1/004","Secado por atomizacion de zumos de tres frutales nativos de la regi{on: Cocona (Solanum topiro), carambola (Averrhoa carambola) y taperiba (Spondias dulcis)","1992-01-01","1992-08-31",0,1,2,"No Definido",1,NULL,"Promover el consumo de bebeidas instant{aneas obtenidas de frutales nativos tropiclaes en zonas donde no se cultivan estas y en epocas de escasa produccion.|Implementar y realizar nuevas lineas de invetsigacion mediante secado por atomizacion.",NULL,"No Definido","No Definido"
468,"D.IIA/1993.1/001","Prediccion computarizada de la vida en Anaquel de alimentos sensibles a la humedad.","1993-01-01","1993-06-14",240,1,2,"No Definido",1,NULL,"Diseñar el algoritmo de un programa de computacion iterativa para predecir la vida en anaquel de un alimento sensible a la humedad.|Elaborar el diagrama de flujo y listado del programa de computacion que sera utilizado en la produccion.",NULL,"No Definido","No Definido"
469,"D.IIA/1993.1/002","Prediccion de la perdida de vitamina C en confitado de papaya como deshidratada.","1993-02-01","1993-06-14",380,1,2,"No Definido",1,NULL,"Elaborar el diagrama de flujo y listado dle programa de computacion que sera utilizado en la prediccion|Diseñar el algoritmo de un programa de computacion iterativa para predecir la r¡variacion del contenido de vitamina C con el tiempo de almacenaje, en confitado de papaya.",NULL,"No Definido","No Definido"
470,"D.IIA/1994.1/001","Diseño y construccion de un conservador de alimentos en refrigeracion accionado por energia solar.","1994-01-01","1994-12-31",1400,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Diseñar y construir un concentrador solar, para ser utilizado como fuente energìa para accionar un conservador refrigerado.|Construir un conservador refrigerado para alimentos.|Evaluar las caracterìsticas del conservador construido para recomendar su utilizaciòn.",4,"No Definido","No Definido"
471,"D.IIA/1994.1/002","Esterilizacion de harina de platano por radiacion electromagnetica (Microondas).","1994-01-01","1994-06-14",4360,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Tecnificar lineas de investigacion mediante la utilizacion de radiaciones electromagneticas.|Aplicaciones de tecnologias no convencionales para la esterilizacion de materias organicas alimenticias.|Esterilizacion de harina de platano (Musa sp.) variedad inguiri, mediante radicaciones electromagnèticas (microondas).",4,"No Definido","No Definido"
472,"D.IIA/1995.1/001","Evaluacion del rendimiento en la elaboracion de queso fresco usando tres diferentes sustancias coagulantes.","1994-12-01","1995-08-31",260.5,1,2,"INFORME FINAL EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Evaluar el rendimiento y calidad del producto.|Elaborar quesos empleando 3 diferentes sustancias coagulantes.",4,"No Definido","No Definido"
473,"D.IIA/1995.1/002","Elaboracion de platano de Seda con cobertura de chocolate.","1995-01-01","1995-12-31",2372,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva -  Tingo Maria, Peru","Determinar los parametros optimos para la elaboracion de platano de seda recubierto de chocolate.|evaluar el nivel de aceptabilidad del producto obtenido.",4,"No Definido","No Definido"
474,"D.IIA/1995.1/003","Evaluacion de la existencia de aceite esencial en la cascara de la naranja","1995-01-01","1995-12-31",0,1,2,"No Definido",1,NULL,"Aprovechar en forma integral los recursos naturales renovables de la zona del Alto Huallaga y aledaños.|Determinar los parametros optimos de extraccion de aceite esencial de la cascara de la naranja.|Realizar la caracterizacion fisico-quimica del producto final.",NULL,"No Definido","No Definido"
475,"D.IIA/1996.1/001","Variacion en el contenido de vitamina C y aceptabilidad de vegetales frescos cocidos por diferentes metodos caseros.","1996-03-28","1997-03-28",3542,1,2,"No Definido",1,NULL,"Determinar la variacion en el contenido de vitamina C de las verduras (papa, beterraga, zanahoria, col y espinaca) sometidas a diferentes metodos de coccion.|Evaluar la aceptabilidad de las verduras sometidas a los diferentes metodos de coccion.",NULL,"No Definido","No Definido"
476,"D.IIA/1996.1/002","Estudio comparativo del valor calorifico y costos de tres combustibles fosiles con carbon de tres tipos de madera.","1996-04-01","1997-03-31",0,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Establecer el valor calorìfico de los combustibles fosiles y de los de origen vegetal mas utilizados en nuestra zona.|Determinar el costo equivalente de los combustibles fosiles y de los de origen vegetal mas utilizados en nuestra zona.",4,"No Definido","No Definido"
477,"D.IIA/1996.1/003","Estudio del estado nutricional de niños menores de 5 años (36 a 60 meses) en tingo Maria.","1996-04-01","1996-10-31",1960,1,2,"No Definido",1,"","Determinar el estado nutricional en los niños menores de 5 años (36 a 60 meses) de Tingo Maria.|Determinar la relacion entre el estado nutricional y algunos factores socioeconomicos y culturales.|Contribuir con la informacion para la implementacion de un sistema de vigilancia alimentaria nutricional en los niños de Tingo Maria.",4,"No Definido","No Definido"
478,"D.IIA/1996.1/004","Influencia del paladio en la descomposicion de compuestos organicos clorinados.","1996-04-01","1997-05-31",0,1,2,"No Definido",1,NULL,"Desarrollar un proceso para descomponer los hidrocarburos de bajo peso molecular convirtiendo los compuestos organicos clorinados en iones cloruro y gas metano o metano.",NULL,"No Definido","No Definido"
479,"D.IIA/1996.1/005","Determinacion de las caracteristicas singulares de algunos indicadores economicos de la poblacion de la ciudad de Tingo Maria.","1996-03-01","1996-12-20",2246.2,1,2,"No Definido",1,NULL,"Determinar si existen diferentes seginificativas en algunos indicadores economicos referidos a la poblacion de la ciudad de tingo maria.",NULL,"No Definido","No Definido"
480,"D.IIA/1997.1/001","Influencia de tres pisos altitudinales en el Rendimiento del Aceite Esencial de Citronela (Cymbopogom winterianus)","1997-01-02","1998-02-02",1177.6,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria","Determinar la influencia de los pisos ecologicos en el rendimiento de aceite esencial de Citronela.|Ejecutar el analisis cromatologico para determinar los componentes quimicos del aceite.",4,"No Definido","No Definido"
481,"D.IIA/1999.1/001","Estudio psicopedagogico de estudiantes antes y despues del examen de admision UNAS 1999 en Tingo Maria.","1999-03-09","1999-12-09",1666.2,1,2,"INFORME FINAL EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Determinar las carreras profesionales de mayor  preferencia a nivel nacional y de la Universidad Nacional Agraria de la Selva.|Evaluar el contexto socio cultural de los egresados de educacion secundaria.|Evaluar el impacto de los medios de comunicacion empleados en la difusion del examen de admision de la Universidad Nacional Agraria de la selva.",4,"No Definido","No Definido"
482,"D.IIA/2001.2/001","Conservacion de pulpa de palta(Persea americana Miller) utilizando preservantes.","2001-06-07","2002-11-07",0,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Obtener una pulpa de palta que pueda ser conservada a temperatura ambiente que mantenga las propiedades nutritivas de la pulpa que satisfaga los controles microbiologicos como estandares para alimentos y que tenga buen grado de aceptabilidad.|Hallar la variedad mas conveniente, para conservacion.",4,"No Definido","No Definido"
483,"D.IIA/2002.2/001","Obtencion y evaluacion del carbon activado a partir de la cascara-semilla de aguaje y cascara de coco.","2002-06-07","2003-06-07",2497,1,2,"ARTICULO CIENTIFICO EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Obtener carbon a partir de la cascara de coco y de la cascara y  semilla de aguaje.|Evaluar la actividad catalitica.",4,"No Definido","No Definido"
484,"D.IIA/2002.2/002","Estudio de la ingesta de una mezcla alimentaria a base de harinas en la alimentacion de niños del asentamiento humano Brisas del Huallaga - Tingo Maria.","2003-03-07","2004-02-07",3600,1,2,"No Definido",1,NULL,"Evaluar y dar a conocer la mezcla alimentaria de los niños del asentamiento Humano de Brisas del Huallaga, de la ciudad de Tingo Maria.",NULL,"No Definido","No Definido"
485,"D.IIA/2002.2/003","Determinacion de la difusividad termica de la Fariña (derivado de la yuca Manihot esculenta, Crantz) en funcion a la humedad.","2002-06-07","2003-06-07",0,1,2,"No Definido",1,"Laboratorio de Analisis de loa Alimentos e Ingenieria de Alimentos de la Facultad de Industrias Alimentarias de la Universidad Nacional Agraria de la Selva - Tingo Maria, Peru.","Determinar la difusividad termica en la fariña utilizando el metodo analitico y grafico.|Comparar la difusividad termica de la fariña derivada de la yuca amarilla (Manihot esculenta, crantz).",4,"No Definido","No Definido"
486,"D.IIA/2003.2/001","Obtencion del colorante betanina a partir de la beterraga (Beta vulgaris.).","2003-06-10","2004-08-10",3360.5,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria","Establecer el metodo y los parametros tecnologicos optimos para la extraccion y obtencion del colorante rojo en polvo a partir de la beterraga.",4,"Tecnologia Alimentaria","Tecnologia Alimentaria"
487,"D.IIA/2004.2/001","Efecto del encerado y temperatura en el almacenamiento de papaya (carica papaya) y cocona (Solanum topiro).","2004-03-01","2004-12-01",5001.7,1,2,"ARTICULO CIENTIFICO EN FISICO",1,"Laboratorios de analisis sensorial, ingenieria de alimentos y fisica de la Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Utilizar temperaturas de refrigeracion y el encerado como medio de conservacion de frutos al estado fresco.|Evaluar fisicamente y organolepticamente el fruto almacenado a diferentes temperaturas y encerado durante el almacenamiento.",4,"No Definido","No Definido"
488,"D.IIA/2004.2/002","Modificacion estructural de trigliceridos de aceite de palma.","2004-06-02","2005-12-02",26628,1,2,"No Definido",1,NULL,"Aislar e identificar mohos y levaduras que crecen en forma natural y que producen lipasas.|Evaluar la produccion de lipasas de mohos y levaduras que crecen en forma natural utilizando diferentes sustratos.",NULL,"No Definido","No Definido"
489,"D.IIA/2005.1/003","Obtencion de una pelicula comestibles a partir del polvillo de arroz (Oriza sativa)","2005-03-07","2006-05-07",7001.39,1,2,"No Definido",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Obtencion a partir del polvillo de arroz (Oryza sativa), de una pelicula organica comestible.|Evaluacion de las caracteristicas fisico quimicas y microbiologicas del polvillo de arroz.|Obtencion de la harina desgrasada de polvillo de arroz.|Determinacion de los parametros optimos para la obtencion de una pelicula organica comestible.|Evaluacion de las caracteristicas fisico quimicas, sensoriales y microbiologicas de la pelicula comestible obtenida.",4,"No Definido","No Definido"
